product_name,quantity,arrival_date,manufacturer,category
CampfirePro Cooking Set,769,2024-11-08,Wilderness Wares,hiking equipment
OutdoorMaster Camping Stove,375,2024-11-25,Wilderness Outfitters,mountain biking
CampfirePro Cooking Set,552,2024-04-05,Backcountry Bound,camping gear
OutdoorGear Hammock,416,2025-04-14,Summit Seekers,fishing supplies
TrailBlazer Camping Tent,183,2024-01-29,Outdoor Gear Emporium,hiking equipment
OutdoorMaster Camping Stove,947,2025-04-05,Trailblazer Gear,mountain biking
AdventurePro Backpack,297,2024-03-09,Nature's Trail Gear,climbing
CampfirePro Cooking Set,312,2024-12-29,Backcountry Bound,hiking equipment
HikePro Trekking Poles,82,2024-04-21,Nature's Edge Equipment,skiing
ExplorerX Hiking Boots,502,2025-06-26,Expedition Outfitters,skiing
OutdoorMaster Camping Stove,728,2024-07-27,Adventure Seekers Gear,skiing
TrailBlazer Camping Tent,348,2025-01-22,Outdoor Pursuits Co.,mountain biking
NatureSeeker Binoculars,923,2024-01-28,Trailblazer Supplies,fishing supplies
WildernessSurvivor Survival Kit,153,2025-09-20,Alpine Adventure Co.,backpacking
TrailBlazer Camping Tent,804,2025-04-16,Backcountry Bound,skiing
CampfirePro Cooking Set,200,2025-03-17,Nature's Edge Equipment,mountain biking
CampfirePro Cooking Set,114,2025-08-23,Nature's Trail Gear,skiing
HikePro Trekking Poles,278,2025-08-13,Adventure Seekers Gear,camping gear
OutdoorMaster Camping Stove,223,2025-09-22,Trailblazer Supplies,mountain biking
AdventurePro Backpack,187,2025-05-03,Summit Seekers,backpacking
NatureSeeker Binoculars,926,2024-04-04,Outdoor Gear Emporium,climbing
TrailTracker GPS Device,168,2024-10-13,Wilderness Wares,camping gear
OutdoorGear Hammock,641,2024-10-07,Outdoor Gear Emporium,hiking equipment
WildernessSurvivor Survival Kit,109,2024-08-24,Wildland Gear,camping gear
OutdoorGear Hammock,652,2024-05-22,Outdoor Provisions Ltd.,camping gear
TrailBlazer Camping Tent,362,2024-04-25,Summit Seekers,skiing
AdventurePro Backpack,798,2024-02-26,Outdoor Discovery Co.,mountain biking
CampfirePro Cooking Set,959,2024-06-08,Explorers Equipment,skiing
TrailBlazer Camping Tent,64,2025-06-22,Explorers Equipment,fishing supplies
OutdoorGear Hammock,6,2025-01-11,Explorers Equipment,hiking equipment
AdventurePro Backpack,728,2025-06-24,Wilderness Wares,fishing supplies
OutdoorGear Hammock,833,2024-05-02,Trailblazer Supplies,mountain biking
NatureSeeker Binoculars,554,2024-12-22,Summit Seekers,climbing
TrailTracker GPS Device,812,2025-01-03,Wilderness Outfitters,climbing
TrailTracker GPS Device,678,2024-07-04,Adventure Gear Co.,climbing
AdventurePro Backpack,558,2024-05-31,Nature's Edge Equipment,hiking equipment
ExplorerX Hiking Boots,456,2025-09-06,Summit Supplies,fishing supplies
CampfirePro Cooking Set,805,2025-01-30,Wildland Gear,skiing
AdventurePro Backpack,1000,2024-09-24,Outdoor Discovery Co.,mountain biking
HikePro Trekking Poles,254,2025-08-21,Nature's Best Gear,fishing supplies
CampfirePro Cooking Set,684,2024-12-13,Outdoor Provisions Ltd.,camping gear
NatureSeeker Binoculars,602,2024-10-20,Explorer's Edge Equipment,climbing
NatureSeeker Binoculars,536,2024-07-12,Pioneer Gearworks,skiing
NatureSeeker Binoculars,553,2024-06-08,Trailblazer Gear,camping gear
TrailBlazer Camping Tent,38,2025-06-22,Nature's Best Gear,fishing supplies
ExplorerX Hiking Boots,813,2024-10-17,Wildland Gear,camping gear
TrailTracker GPS Device,563,2024-12-09,Outdoor Provisions Ltd.,fishing supplies
TrailTracker GPS Device,336,2024-09-27,Trailblazer Gear,mountain biking
AdventurePro Backpack,303,2024-06-24,Outdoor Gear Emporium,backpacking
NatureSeeker Binoculars,428,2024-09-20,Nature's Trail Gear,camping gear
WildernessSurvivor Survival Kit,183,2025-01-01,Summit Supplies,skiing
OutdoorGear Hammock,720,2024-09-20,Explorer's Edge Equipment,backpacking
AdventurePro Backpack,366,2024-05-16,Outdoor Provisions Ltd.,skiing
CampfirePro Cooking Set,217,2024-03-10,Trailblazer Outfitters,camping gear
OutdoorMaster Camping Stove,168,2024-02-19,Explorers Equipment,hiking equipment
NatureSeeker Binoculars,777,2024-07-19,Outdoor Discovery Co.,fishing supplies
HikePro Trekking Poles,656,2025-06-14,Pioneer Gearworks,backpacking
CampfirePro Cooking Set,293,2024-05-31,Backcountry Essentials,climbing
TrailTracker GPS Device,162,2025-03-10,Outdoor Pursuits Co.,hiking equipment
CampfirePro Cooking Set,234,2025-06-04,Wilderness Outfitters,backpacking
NatureSeeker Binoculars,464,2024-02-09,Nature's Edge Equipment,climbing
AdventurePro Backpack,96,2024-06-06,Outdoor Gear Emporium,camping gear
CampfirePro Cooking Set,161,2024-11-26,Explorers Equipment,fishing supplies
WildernessSurvivor Survival Kit,917,2024-08-29,Summit Supplies,climbing
OutdoorGear Hammock,374,2025-08-16,Trailblazer Outfitters,camping gear
HikePro Trekking Poles,441,2024-01-14,Wildland Gear,climbing
WildernessSurvivor Survival Kit,521,2024-07-25,Wilderness Outfitters,skiing
ExplorerX Hiking Boots,786,2025-06-27,Wildland Gear,climbing
OutdoorGear Hammock,625,2024-02-04,Trailblazer Outfitters,camping gear
NatureSeeker Binoculars,546,2024-05-30,Backcountry Essentials,climbing
NatureSeeker Binoculars,615,2025-01-25,Expedition Outfitters,backpacking
OutdoorGear Hammock,695,2025-08-26,Nature's Edge Equipment,hiking equipment
ExplorerX Hiking Boots,174,2025-05-03,Trailblazer Outfitters,fishing supplies
HikePro Trekking Poles,106,2025-03-15,Trailblazer Outfitters,hiking equipment
AdventurePro Backpack,983,2024-01-03,Trailblazer Gear,backpacking
CampfirePro Cooking Set,46,2024-03-27,Nature's Edge Equipment,fishing supplies
AdventurePro Backpack,933,2024-08-05,Trailblazer Gear,fishing supplies
HikePro Trekking Poles,118,2025-07-11,Wilderness Outfitters,climbing
OutdoorGear Hammock,135,2024-06-20,Wilderness Outfitters,skiing
NatureSeeker Binoculars,985,2024-07-24,Alpine Adventure Co.,mountain biking
WildernessSurvivor Survival Kit,803,2024-05-17,Nature's Trail Gear,camping gear
NatureSeeker Binoculars,320,2025-07-22,Explorer's Edge Equipment,backpacking
TrailBlazer Camping Tent,392,2024-06-30,Wildland Gear,climbing
CampfirePro Cooking Set,447,2025-05-01,Outdoor Provisions Ltd.,camping gear
TrailBlazer Camping Tent,434,2025-02-24,Wildland Gear,mountain biking
TrailBlazer Camping Tent,102,2024-11-27,Nature's Edge Equipment,fishing supplies
NatureSeeker Binoculars,601,2024-07-20,Backcountry Essentials,backpacking
ExplorerX Hiking Boots,139,2025-04-25,Peak Performance Gear,hiking equipment
AdventurePro Backpack,662,2025-01-17,Trailblazer Supplies,camping gear
WildernessSurvivor Survival Kit,593,2024-05-18,Explorers Equipment,fishing supplies
ExplorerX Hiking Boots,137,2024-11-20,Trailblazer Supplies,mountain biking
WildernessSurvivor Survival Kit,510,2025-05-18,Pioneer Gearworks,hiking equipment
TrailBlazer Camping Tent,3,2025-03-07,Adventure Gear Co.,hiking equipment
NatureSeeker Binoculars,987,2024-08-26,Explorers Equipment,skiing
WildernessSurvivor Survival Kit,722,2024-05-07,Outdoor Pursuits Co.,backpacking
NatureSeeker Binoculars,28,2024-02-13,Outdoor Provisions Ltd.,camping gear
OutdoorMaster Camping Stove,757,2025-06-03,Alpine Adventure Co.,backpacking
HikePro Trekking Poles,208,2025-09-04,Expedition Outfitters,camping gear
OutdoorGear Hammock,470,2024-05-09,Trailblazer Outfitters,climbing
OutdoorMaster Camping Stove,708,2024-11-22,Alpine Adventure Co.,skiing
TrailTracker GPS Device,234,2024-02-04,Adventure Gear Co.,climbing
TrailBlazer Camping Tent,62,2025-03-17,Trailblazer Supplies,camping gear
TrailBlazer Camping Tent,104,2025-01-16,Summit Seekers,skiing
HikePro Trekking Poles,998,2024-12-10,Pioneer Gearworks,hiking equipment
CampfirePro Cooking Set,453,2025-04-03,Alpine Adventure Co.,fishing supplies
TrailBlazer Camping Tent,641,2025-06-11,Outdoor Gear Emporium,camping gear
ExplorerX Hiking Boots,772,2024-02-18,Summit Supplies,skiing
NatureSeeker Binoculars,531,2024-04-09,Peak Performance Gear,mountain biking
OutdoorGear Hammock,472,2025-03-05,Nature's Best Gear,hiking equipment
CampfirePro Cooking Set,906,2024-02-08,Trailblazer Gear,mountain biking
AdventurePro Backpack,176,2024-01-09,Trailblazer Supplies,fishing supplies
ExplorerX Hiking Boots,934,2024-06-27,Wilderness Outfitters,camping gear
ExplorerX Hiking Boots,457,2025-07-09,Outdoor Gear Emporium,skiing
AdventurePro Backpack,74,2025-01-07,Alpine Adventure Co.,mountain biking
AdventurePro Backpack,841,2024-07-07,Trailblazer Supplies,backpacking
ExplorerX Hiking Boots,567,2025-05-17,Backcountry Essentials,climbing
WildernessSurvivor Survival Kit,547,2024-11-26,Wilderness Outfitters,fishing supplies
NatureSeeker Binoculars,115,2025-01-22,Adventure Seekers Gear,climbing
ExplorerX Hiking Boots,991,2024-10-10,Explorers Equipment,mountain biking
HikePro Trekking Poles,690,2024-05-29,Adventure Seekers Gear,climbing
ExplorerX Hiking Boots,104,2024-03-28,Summit Seekers,hiking equipment
ExplorerX Hiking Boots,139,2025-05-02,Nature's Trail Gear,backpacking
NatureSeeker Binoculars,508,2024-01-29,Expedition Outfitters,fishing supplies
TrailBlazer Camping Tent,901,2024-09-22,Wilderness Outfitters,hiking equipment
CampfirePro Cooking Set,712,2024-06-13,Pioneer Gearworks,skiing
HikePro Trekking Poles,921,2025-04-16,Alpine Adventure Co.,mountain biking
HikePro Trekking Poles,953,2025-08-07,Explorer's Edge Equipment,hiking equipment
HikePro Trekking Poles,994,2024-06-19,Nature's Best Gear,hiking equipment
OutdoorGear Hammock,80,2024-03-23,Summit Supplies,backpacking
WildernessSurvivor Survival Kit,158,2025-02-26,Summit Seekers,mountain biking
OutdoorGear Hammock,231,2024-09-17,Pioneer Gearworks,mountain biking
OutdoorGear Hammock,122,2025-09-07,Trailblazer Gear,fishing supplies
HikePro Trekking Poles,705,2024-10-05,Expedition Outfitters,mountain biking
CampfirePro Cooking Set,532,2025-09-24,Adventure Gear Co.,climbing
TrailTracker GPS Device,283,2025-08-14,Nature's Best Gear,fishing supplies
HikePro Trekking Poles,14,2024-12-06,Outdoor Provisions Ltd.,hiking equipment
TrailBlazer Camping Tent,89,2025-08-28,Wilderness Outfitters,hiking equipment
TrailBlazer Camping Tent,74,2025-02-19,Outdoor Pursuits Co.,camping gear
OutdoorMaster Camping Stove,259,2024-01-04,Outdoor Discovery Co.,camping gear
TrailBlazer Camping Tent,127,2025-04-18,Outdoor Gear Emporium,camping gear
AdventurePro Backpack,692,2024-04-27,Explorer's Edge Equipment,fishing supplies
WildernessSurvivor Survival Kit,823,2025-03-28,Explorers Equipment,backpacking
WildernessSurvivor Survival Kit,306,2024-10-09,Adventure Seekers Gear,climbing
ExplorerX Hiking Boots,105,2025-03-21,Outdoor Gear Emporium,camping gear
OutdoorGear Hammock,407,2025-04-13,Backcountry Essentials,fishing supplies
AdventurePro Backpack,751,2024-01-24,Nature's Trail Gear,hiking equipment
TrailTracker GPS Device,878,2024-07-30,Explorer's Edge Equipment,backpacking
WildernessSurvivor Survival Kit,830,2024-07-21,Wildland Gear,mountain biking
WildernessSurvivor Survival Kit,831,2025-06-19,Nature's Best Gear,mountain biking
OutdoorMaster Camping Stove,738,2025-07-16,Summit Seekers,mountain biking
NatureSeeker Binoculars,933,2024-07-15,Outdoor Discovery Co.,camping gear
OutdoorMaster Camping Stove,639,2024-08-15,Trailblazer Supplies,hiking equipment
AdventurePro Backpack,939,2025-06-18,Summit Supplies,backpacking
NatureSeeker Binoculars,486,2025-08-19,Alpine Adventure Co.,hiking equipment
HikePro Trekking Poles,356,2025-04-30,Trailblazer Supplies,hiking equipment
AdventurePro Backpack,483,2025-03-30,Explorers Equipment,skiing
OutdoorGear Hammock,613,2025-08-30,Trailblazer Gear,camping gear
CampfirePro Cooking Set,246,2024-05-30,Outdoor Provisions Ltd.,skiing
HikePro Trekking Poles,256,2025-03-19,Explorer's Edge Equipment,hiking equipment
CampfirePro Cooking Set,651,2025-03-27,Nature's Trail Gear,climbing
TrailTracker GPS Device,782,2025-08-26,Alpine Adventure Co.,backpacking
TrailTracker GPS Device,378,2025-08-07,Backcountry Essentials,hiking equipment
NatureSeeker Binoculars,842,2025-01-07,Outdoor Gear Emporium,fishing supplies
WildernessSurvivor Survival Kit,864,2024-04-03,Explorers Equipment,camping gear
HikePro Trekking Poles,917,2025-05-03,Backcountry Bound,skiing
WildernessSurvivor Survival Kit,621,2024-11-09,Nature's Best Gear,backpacking
NatureSeeker Binoculars,241,2025-06-02,Wilderness Outfitters,mountain biking
WildernessSurvivor Survival Kit,825,2025-02-26,Explorer's Edge Equipment,skiing
TrailTracker GPS Device,905,2024-12-10,Outdoor Discovery Co.,skiing
HikePro Trekking Poles,477,2025-01-10,Trailblazer Supplies,hiking equipment
HikePro Trekking Poles,910,2025-07-07,Adventure Seekers Gear,fishing supplies
OutdoorGear Hammock,510,2024-09-25,Adventure Gear Co.,hiking equipment
TrailBlazer Camping Tent,920,2024-05-23,Trailblazer Supplies,skiing
WildernessSurvivor Survival Kit,762,2024-12-15,Adventure Gear Co.,camping gear
ExplorerX Hiking Boots,700,2024-02-29,Adventure Gear Co.,fishing supplies
ExplorerX Hiking Boots,716,2024-08-02,Outdoor Pursuits Co.,hiking equipment
OutdoorGear Hammock,773,2025-02-20,Backcountry Essentials,mountain biking
ExplorerX Hiking Boots,606,2025-03-14,Pioneer Gearworks,skiing
WildernessSurvivor Survival Kit,737,2024-10-19,Adventure Seekers Gear,mountain biking
TrailBlazer Camping Tent,541,2024-03-17,Summit Seekers,climbing
WildernessSurvivor Survival Kit,734,2025-02-16,Nature's Trail Gear,skiing
OutdoorMaster Camping Stove,815,2025-09-27,Adventure Seekers Gear,fishing supplies
NatureSeeker Binoculars,69,2024-02-29,Trailblazer Gear,camping gear
NatureSeeker Binoculars,56,2024-06-18,Backcountry Essentials,backpacking
HikePro Trekking Poles,415,2024-08-10,Nature's Trail Gear,climbing
AdventurePro Backpack,584,2025-05-17,Nature's Trail Gear,hiking equipment
NatureSeeker Binoculars,952,2024-07-08,Expedition Outfitters,climbing
OutdoorGear Hammock,699,2025-03-10,Adventure Gear Co.,camping gear
HikePro Trekking Poles,643,2024-05-12,Summit Supplies,hiking equipment
HikePro Trekking Poles,152,2024-05-28,Expedition Outfitters,fishing supplies
TrailBlazer Camping Tent,701,2024-10-20,Explorer's Edge Equipment,climbing
HikePro Trekking Poles,942,2025-04-05,Explorers Equipment,skiing
HikePro Trekking Poles,955,2024-07-07,Outdoor Discovery Co.,mountain biking
TrailTracker GPS Device,916,2024-08-09,Wildland Gear,backpacking
OutdoorMaster Camping Stove,89,2025-03-19,Trailblazer Supplies,camping gear
NatureSeeker Binoculars,818,2025-05-06,Peak Performance Gear,hiking equipment
WildernessSurvivor Survival Kit,403,2024-07-15,Backcountry Essentials,fishing supplies
CampfirePro Cooking Set,589,2024-09-05,Wilderness Outfitters,skiing
NatureSeeker Binoculars,859,2025-01-31,Alpine Adventure Co.,mountain biking
ExplorerX Hiking Boots,804,2025-09-12,Outdoor Pursuits Co.,hiking equipment
HikePro Trekking Poles,96,2025-01-30,Summit Supplies,backpacking
TrailBlazer Camping Tent,446,2024-09-11,Alpine Adventure Co.,mountain biking
CampfirePro Cooking Set,399,2025-01-17,Adventure Seekers Gear,camping gear
CampfirePro Cooking Set,331,2025-02-28,Wildland Gear,mountain biking
NatureSeeker Binoculars,443,2024-12-05,Backcountry Bound,fishing supplies
OutdoorGear Hammock,579,2025-07-29,Backcountry Bound,camping gear
AdventurePro Backpack,23,2024-03-23,Backcountry Essentials,fishing supplies
AdventurePro Backpack,851,2024-05-13,Explorer's Edge Equipment,camping gear
NatureSeeker Binoculars,582,2025-02-18,Adventure Gear Co.,fishing supplies
AdventurePro Backpack,791,2024-04-29,Summit Supplies,climbing
TrailTracker GPS Device,906,2025-07-10,Wildland Gear,hiking equipment
TrailBlazer Camping Tent,462,2024-11-14,Nature's Trail Gear,fishing supplies
ExplorerX Hiking Boots,407,2025-03-01,Trailblazer Outfitters,camping gear
OutdoorGear Hammock,257,2024-04-16,Nature's Edge Equipment,skiing
TrailBlazer Camping Tent,62,2025-09-17,Summit Seekers,mountain biking
TrailTracker GPS Device,850,2025-07-28,Trailblazer Gear,climbing
TrailTracker GPS Device,232,2024-02-14,Wildland Gear,camping gear
WildernessSurvivor Survival Kit,921,2024-03-13,Explorer's Edge Equipment,hiking equipment
AdventurePro Backpack,334,2024-06-03,Adventure Seekers Gear,hiking equipment
TrailBlazer Camping Tent,88,2024-03-09,Outdoor Discovery Co.,mountain biking
AdventurePro Backpack,639,2025-08-16,Wilderness Outfitters,camping gear
ExplorerX Hiking Boots,216,2025-07-29,Nature's Trail Gear,mountain biking
AdventurePro Backpack,315,2024-05-04,Trailblazer Outfitters,mountain biking
OutdoorMaster Camping Stove,463,2024-12-01,Wilderness Wares,fishing supplies
TrailTracker GPS Device,162,2024-04-17,Expedition Outfitters,backpacking
OutdoorMaster Camping Stove,523,2025-03-25,Pioneer Gearworks,fishing supplies
HikePro Trekking Poles,973,2025-02-28,Trailblazer Outfitters,climbing
OutdoorMaster Camping Stove,646,2024-06-07,Wildland Gear,hiking equipment
OutdoorMaster Camping Stove,512,2024-08-29,Pioneer Gearworks,fishing supplies
CampfirePro Cooking Set,746,2024-08-10,Adventure Gear Co.,mountain biking
WildernessSurvivor Survival Kit,579,2025-06-02,Trailblazer Gear,fishing supplies
ExplorerX Hiking Boots,801,2024-01-22,Summit Supplies,hiking equipment
ExplorerX Hiking Boots,193,2025-01-09,Outdoor Discovery Co.,skiing
WildernessSurvivor Survival Kit,544,2025-09-13,Outdoor Pursuits Co.,camping gear
AdventurePro Backpack,930,2024-07-12,Explorers Equipment,mountain biking
WildernessSurvivor Survival Kit,883,2025-04-26,Trailblazer Gear,camping gear
CampfirePro Cooking Set,194,2024-09-05,Expedition Outfitters,skiing
TrailBlazer Camping Tent,964,2025-01-12,Nature's Best Gear,backpacking
NatureSeeker Binoculars,832,2024-02-14,Explorers Equipment,camping gear
HikePro Trekking Poles,368,2024-10-31,Alpine Adventure Co.,climbing
WildernessSurvivor Survival Kit,783,2025-08-30,Outdoor Gear Emporium,mountain biking
CampfirePro Cooking Set,606,2024-07-01,Nature's Trail Gear,hiking equipment
TrailTracker GPS Device,175,2025-07-30,Peak Performance Gear,skiing
WildernessSurvivor Survival Kit,573,2025-02-08,Expedition Outfitters,fishing supplies
AdventurePro Backpack,211,2025-09-18,Trailblazer Gear,backpacking
OutdoorGear Hammock,891,2025-09-08,Nature's Best Gear,climbing
TrailBlazer Camping Tent,301,2025-02-20,Wilderness Outfitters,camping gear
CampfirePro Cooking Set,40,2024-06-25,Summit Supplies,camping gear
TrailBlazer Camping Tent,949,2025-04-08,Outdoor Discovery Co.,skiing
OutdoorGear Hammock,619,2024-11-07,Explorer's Edge Equipment,backpacking
CampfirePro Cooking Set,85,2024-12-09,Expedition Outfitters,mountain biking
AdventurePro Backpack,175,2024-05-02,Expedition Outfitters,fishing supplies
HikePro Trekking Poles,322,2024-04-28,Nature's Trail Gear,backpacking
TrailBlazer Camping Tent,145,2024-12-25,Summit Seekers,mountain biking
HikePro Trekking Poles,351,2024-01-02,Outdoor Provisions Ltd.,skiing
OutdoorMaster Camping Stove,488,2025-07-10,Adventure Gear Co.,mountain biking
OutdoorMaster Camping Stove,835,2024-04-08,Backcountry Bound,backpacking
